id,name,desc,reviews
1505542,2008 Bunnahabhain 12 Year Old Limited Edition Manzanilla Cask Islay Single Malt Scotch Whisky (750ml),"|The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1497867,"2007 Cromarty's Firth (Dalmore) 13 Year Old ""Hepburn's Choice"" K&L Exclusive Single Hogshead Cask Strength Blended Malt Scotch Whisky (750ml) (Pre-Arrival)","The Dalmore Distillery is in Alness, a short drive north from Inverness on the firth of Cromarty. The North Coast boasts one of the most beautiful sceneries in all of Scotland and is quickly becoming a world-renowned destination for Scotch lovers and driving enthusiasts alike. Amazingly, this is the first Dalmore we've ever bottled for the shop. We don't see much Dalmore on the open market at all and when we do it's nearly triple the price we'd ever pay. The Dalmore brand gets a bad rap from some of the whisky cognoscenti, thanks to their high prices, low abvs and ubiquitous use of caramel coloring. There's some inexplicable desire to be seen ultra-luxurious, perhaps another Macallan of sorts, but of course, there can only be one - Luxury Highlander! And so Dalmore remains relatively obscure to the broader market and our understanding of the spirit is limited because we rarely get to taste it in its natural cask strength form. Indeed, almost all the Dalmore we get has some sherry or other wine cask finish incorporated in its composition. This, on the other hand, is Dalmore 'Au Naturel.' Aged for just over 13 years in a refill hogshead and bottled, as all our single casks are, at cask strength without chill filtration or additives of any kind. The whisky is classically highland with wisps of vanilla, creamy orchard fruit, some bright refreshing maltiness and a twinge of salty sea air. This cask includes one tiny drop of  13 yo Teaninich to get us in the Blended Malt category.
                        |The item you have chosen can be pre-ordered. Below is the current quantity available for this pre-arrival/special order product within our database. It is never more than five minutes old. Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.|This product is expected to arrive for shipment or pickup by Monday, November 30, 2020.",
1492182,"2003 Macduff 14 Year Old ""The Cooper's Choice"" First Fill Single Sherry Butt Highland Single Malt Scotch Whisky (750ml) (Elsewhere 100)","A rare deal in Single Malt from the old Coopers Choice brand. This single sherry butt is bottled at 92 proof with no chill filtration and sells readily across the country for over $100. We've been lucky to snag the final inventory at a significantly reduced price - 30% off the suggested retail price. The Macduff Distillery is sold under the Glen Deveron (or ""The Deveron"") label. It's not well known, but does produce some very high-quality single malt destined for the popular blends, William Lawson and Dewars, and more recently been relaunched in a very attractive bottle by owners Bacardi. Located on the northern coast outside the town of Banff, the distillery was built in 1962. It features an somewhat unique 5 still system of 2 wash stills and 3 spirits stills. We regularly come across this malt in Scottish warehouses, but we have never had the chance to bottle one for the store that's been matured in active sherry casks. The color is a gorgeous auburn and the nose is redolent of dense dried fruit and Christmas spice. This is an easy choice for any lover of sherried Scotch and won't likely be available in this quality at this price point again in the future. One must note that the bottler seems to have labelled this as Speyside, while it's certainly not Speyside, but Highland as it sits on the banks of the River Deveron.
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","There's no question that the world is obsessed with malt aged in dark oloroso sherry butts. It's been like this for many years and the trend is not alleviating in any way whatsoever. So we jump at the chance to sell anything that's nicely aged and when I tried this the first time, I was ready to pull the trigger on the entire cask. Then I saw that the price would be upwards of $110 on the shelf and we decided to hold off. While it's an excellent whisky and I think ultimately worth that compared to what else is on the market for this price, our customers have been predisposed to expect old malt at the over $100 price point on independently bottled malt, even when heavily sherried. So I was delighted when the importer came to us with a deal we couldn't refuse. For $70, this might be one of the year's best deals and when every other malt is going up in price, this awesome Macduff is randomly 30% less than what it's being sold for elsewhere. The color is auburn. The nose is a wonderful explosion of rum raisin and dark nut butters. Moving toward the fig compote, it offers hints of old diesel and bomber jacket. On the palate, bit of the red cherry fruit comes through along with the deep oloroso nuttiness. There's not a lot of heat at 46% but the texture is full and the finish quiet long. For any lover of sherry, there will be very few deals like this going forward even after tariffs are removed."
1388662,"Oban Bay Reserve ""Game of Thrones The Night's Watch"" Highland Single Malt Scotch Whisky (750ml)","Part of Diageo's line of eight single malt whiskies to commemorate the eighth and final season of HBO's hit television series Game of Thrones, which is based on the novels of the same name by George R.R. Martin. As Castle Black, the home of the Night's Watch, lies between Westeros and the lands to the north beyond The Wall, so does Oban sit between the west Highlands and the Islands of Scotland.
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1411308,"Cotswolds ""Founder's Choice"" Cask Strength Single Malt Whisky (750ml)","Established in 2014 by Daniel Szor, the Cotswolds Distillery has been quickly making a name for themselves with their award winning whiskies and gins. They are hyper focused on locally sourcing all of their ingredients from the beautiful Cotswolds area of oustanding beauty in England. This means they use 100% floor-malted locally sourced barley for their whisky. Long fermentations and a double pot distillation results in a very rich, textural whisky with elegant fruit and floral forward malt nose and palate. Natural in color and non-chill filtered and bottled at a firm 46% ABV, this malt offers something that is familiar yet decidedly different from its northern brethren.
                        |The item you have chosen is in stock, and has inventory in at least one of our retail stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1382660,"Kujira Ryukyu 20 Year Old ""Bourbon Cask"" Japanese Whisky (750ml)","Founded in 1952, Kumesen Syuzo produces a distilled spirit known as Awamori that is made entirely with rice and is unique to the Okinawa islands of Japan. It's typically aged for just a few years and consumed at lower proof, but the distillery began experimenting with higher proof aging in ex-bourbon casks in 1989. The results are stocks of extremely old single grain whisky. The age and the American oak set this whisky apart from most of the other rice whiskies on the market because both create a depth and complexity that are not present in the younger products. Still lighter bodied than a single malt, but with a powerful nose of fresh spices, plum preserves, and candied mint. The palate is medium bodied with tons of wood spice and dense vanilla bean. The finish stays dry and warms up slightly to a long herbaceous finish. A welcome, if unusual, addition to the growing Japanese whisky category. 
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
620096,Glenfarclas 21 Year Old Distillery Bottling Highland Single Malt Scotch Whisky (750ml),"Glenfarclas is special for more than its stunning location. One of the last family distilleries in Scotland, it is owned by the Grants who have been involved in its operations since at least 1865. These days, the distillery is a shiny beacon of hope for lovers of great and affordable whisky, which is a rarity in these times. The Grants are committed to releasing high quality whisky without all the frills like crystal decanters, at prices affordable to most single malt aficionados.
                        |The item you have chosen is in stock, and has inventory in at least one of our retail stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","The very special Glenfarclas 21 year, like the entire line from the special distillery outside of Aberlour, is an exquisite value. Having recently retasted the 21, I felt compelled to reiterate just how delicious it actually is. 'Farclas has tons of richness in all its offerings, but the 21 seems to be the most vibrant and alive of the standard offerings. Tons of rich tropical fruit and sherry spice without a ton of raisin or prune. The richness on the palate should be noted as well as the complex blend of fruit, spice and fudge. I'm absolutely in love with this one and recent bottlings are tasting better and better."
1218799,Glengoyne 25 Year Old Single Malt Scotch Whisky (750ml),"The latest addition to Glengoyne’s permanent range is a 25 year old, matured in European oak sherry casks and presented in non-chill filtered format. Syrup-like on the nose, very sweet, with milk chocolate, ginger, Jaffa oranges, and sticky toffee pudding. Smooth and sweet on the palate, with overt sherry, sultanas, and gentle spice. The finish is medium to long, with a hint of oak, old leather, and lingering cloves. Bold, yet elegant. (GS, Fall 2014)
        |
                            Glengoyne is one of Scotland's most underrated distilleries, and they have made a commitment to revamping their image into one of the highest-quality malts available. Distilled using no peat - the barley is dried with hot air. Matured entirely in traditional Oloroso sherry casks.
                        |The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1487181,"Aberlour A'Bunadh Alba ""Batch #002"" Cask Strength Speyside Single Malt Scotch Whisky (750ml)","91 points Beverage Testing Institute: ""Pale gold color. Aromas of banana chips, shaved chocolate, graham cracker, and honeysuckle with a silky, crisp, dry light body and a warming, interesting, medium-length honey biscuit, lemon curd, yuzu-ginger marmalade, clove, and turmeric finish. A high octane Speyside Malt with a piquant, almost aperitif style; mix with club soda for a sophisticated palate-opener. *Gold Medal, Exceptional*"" (06/2020)
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1203645,"Nikka ""Taketsuru"" Pure Malt Japanese Whisky (750ml)","The luxe aroma mixes rich butterscotch and apple sweetness. On the palate, this whisky is light and gentle, interspersing fruit and smoke and finishing with a spark of cinnamon heat. Add a splash of water; recommended for sipping. (KN)
        
(3/2016)    |
                            So you've heard that Japanese whisky is quite popular these days. You're right; it is. But while the mainstream choice is always going to be Suntory, it's Nikka that is quietly bringing the goods to your local boutique retailer. Founded by Masataka Taketsuru in 1936, the Nikka whisky company is one of Japan's best kept secrets (at least among Americans). Taketsuru studied whisky production in Scotland during the 1910s and brought that knowledge back to Nippon to make Scottish-style whisky at home.  Nikka's Pure Malt Taketsuru is a marriage of single malts from both the Yoichi distillery on Hokkaido, and the Miyagikyo distillery near Sendai. Using a formula of different flavors - sherry, malty, vanillic - made from whiskies aged in different types of casks, the aromas are heady and full of oily grains. The palate is soft, supple and fruity with a shift toward sherry and vanilla at the back. Bring this to a party and you'll be the star. Most people have never had it, so pour it blind and watch them guess that it's Macallan.
                        |The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","I was pretty bummed to hear that the U.S. market would not be getting the 12 year Taketsuru any longer and skeptical that a no age statement replacement would be acceptable. I was wildly mistaken. While the 12 year seemed safe and predictable, there's something wild and untamed about the NAS. While it doesn't have an age, the supplier says it's around 10ish -- I do think it's got more depth and complexity than the whisky it replaces. Hopefully they'll be able to keep this in good supply 'cause this is solid drinking for a good price."
1499776,"2007 Below Bhainidh (Mortlach) 13 Year Old ""Hepburn's Choice"" K&L Exclusive Single Hogshead Cask Strength Blended Malt Scotch Whisky (750ml) (Pre-Arrival)","Another stunning deal from the excellent Hepburn's Choice line. We made a concious decision to bottle all our single cask malts from this line as blended malt, adding a tiny drop of another distillery to the cask, thereby reclassifying it and saving everyone tons of cheese! More proof of that plan coming together exists in this awesome bottle. We were barely able to sell a 9 year old Mortlach last year from the same bottler for under $60, now we can offer a 13 year old version for nearly the same price. The awesome Mortlach Distillery is in Dufftown. Dufftown's gaelic name is Baile Bhainidh (pronounce Bal-Venie), or the Lucky Town! Mortlach sits to the south of Dufftown's more famous distilleries Balvenie and Glenfiddich, in a hollow that nearly hides it completely from view from the road. It was, infact, the first legal distillery in this special town founded in 1823 on the site of an illicit still, hence the hollow. The distillery features an unusual 2.81 times distillation, long fermentation times and worm tub cooling resulting in an uncommonly beefy spirit. But this youngish Mortlach offers another side of the excellent malt. Filled into a refill hoggie in 2007, it offers some serious fruit along with a deep malty spice. The meaty savory quality is there, but in the background, and can be teased out with a drop of water or two. 
                        |The item you have chosen can be pre-ordered. Below is the current quantity available for this pre-arrival/special order product within our database. It is never more than five minutes old. Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.|This product is expected to arrive for shipment or pickup by Monday, November 30, 2020.",
1394866,"Lagavulin 12 Year Old ""2018 Edition"" Natural Cask Strength Islay Single Malt Scotch Whisky (750ml) (Previously $179)","The cask-strength, annual release of Lagavulin is part of Diageo Special Releases' program.
                        |The item you have chosen is in stock, and has inventory in at least one of our retail stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1494210,Shinobu 10 Year Old Japanese Whisky (750ml),"|The item you have chosen is in stock, and has inventory in our main warehouse. A limited quantity can also be special ordered if our warehouse runs out of inventory. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1428924,Old Pulteney 15 Year Old Single Malt Whisky (750ml),"This expression replaces the previous 17 year old, and has been aged in bourbon and second-fill American oak casks, followed by a period in first-fill Spanish oak oloroso butts. Sherry is immediately obvious on the nose, with fresh-baked fruitcake aromas, honey, and allspice. The palate is sweet and spicy, with Jaffa orange segments dipped in sea salt, toffee, and dark chocolate. Orange and oak in the medium-length finish. GS (Winter 2018)
        |
                            The Old Pulteney distillery in Wick - one of the northernmost places on the Scottish mainland - has redesigned their core lineup to offer a 15 and 18 year old whiskey and the results are excellent. Spicy and sweet unite in the 15 year in a beautiful and easy drinking malt. Of course, the salt air that imparts its unique character to Old Pulteney runs throughout from nose to finish. Aged in second use ex-bourbon casks and finished in first fill Spanish oak Oloroso sherry butts.
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1499773,Puni Vina Italian Single Malt Whisky,"Taking its name from the nearby Puni river that flows through the Venosta valley the Puni Distillery in ""The Italian Highlands"" town of Glorenza is Italy's first malt whisky producer. The stunning distillery combines Scottish tradition with state of the art technology to exercise the utmost control and consistency over the distillation process. The pure Apline waters and wide temperature swings make this an ideal place for whisky production. The end result is a range of whiskies that have racked up many gold medals and high scores from numberous publicatios and competitions. The Vina bottling leverages some of the finenst casks Italy has to offer. It is aged 5 years in hand selected Marsala casks from Sicily. Distillery notes: ""In PUNI VINA mixed aromas of fruit cake are dominant. Creamy walnuts and sweet sultanas envelop the palate and notes of plums, orange peel and cherry compote with cinnamon complement the full bodied character.""
                        |The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
992236,Ardbeg 10 Year Old Islay Single Malt Scotch Whisky (750ml),"Classic ‘southern shores’ Islay from the onset: salty and medicinal on the nose, with smoked haddock, citrus fruits, and milk chocolate. The palate yields full-on hot peat, pipe tobacco, black coffee, licorice, and more chocolate. The finish is long and malty, with sweet smoke. Non-chill filtered. (GS, Fall 2018)
        |
        
        This Islay single malt has a straw hue and saline, seaweed and peat aromas underpinned by light vanilla and coconut. The palate is distinctly smoky, and has a mouthwatering saline quality, with a pepper and jalapeño finish. Faint vanilla and pineapple notes play underneath. Keep a light hand on the water, this washes out easily. (KN)
        
(12/2017)    |
                            Still holding our super low price on this classic Islay whisky, which was named World Whisky of the Year by Jim Murray in his 2008 edition of the Whisky Bible, making it easier for you, too, to fall in love with the peat and the toffee richness that accompany the power and complexity of this spirit.
                        |The item you have chosen is in stock, and has inventory in at least one of our retail stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","The south side of Islay is filled with magical places and none more so than the little inlet just beyond Lagavulin Bay. Ardbeg has been the darling of whisky geeks and professional drinkers for many years now, but the most astonishing thing about it is that we've keep the price low. Every other brand sees an explosion and works quickly to get their prices up. Ardbeg, however, have worked closely with us to keep their products affordable despite an incredible increase in popularity. Only the Laphroaig 10 year rivals this whisky for affordable heavily peated single malt and while Ardbeg doesn't match Laphroaig for power and intensity, it does deliver an absolutely unique and altogether elegant version of the typical south shore profile (i.e. SMOKE). This is the perfect whisky to cut your smoke tooth on and should be a staple in any serious drinkers repertoire. 
            |
                Still the best deal for 10 year old whisky. Still the best deal for peated whisky. Still the best deal in whisky--period. I'm never without a bottle on my bar. A true classic of the single genre. You're never too cool, too rich, too knowledgeable, or too refined for Ardbeg 10.
            |
                How does one judge a fine drink? My father and I have talked about this subject a lot, and one of his key questions is, ""would I return to it?"" With this expression of Ardbeg, my answer is a big yes. Susan just sold me a bottle of what will be the sixth expression of Ardbeg in my liquor cabinet at present. I love this distillery, and jump at the chance to buy each new bottling that comes our way... Yet I am drawn back most often to the distillery ten. It is the lightest, the brightest, the most untamed by wood and time of all of the Ardbegs we carry. It is full of peat - My wife Cinnamon can often smell it from across the room as I pour and will complain about it. So, don't by it for someone who does not like peat - they will hate it! I am sure that I return to it because it has the peat flavor that I love, but without the oily heaviness that I don't want after a big meal, and after a big meal is when I want Scotch the most. Don’t get me wrong, I love the variety and still drink my other bottles (all of which were more expensive), but I just empty this one fastest. It is delicious, and well worth the modest price."
1390381,"Kaiyo ""The Single"" 7 Year Old Mizunara Oak Finished Japanese Whisky (750ml)","Kaiyo has been a huge success with their negociant, no age statement blended whiskey bottlings. Now they introduce Kaiyo ""The Single"" 7 year old whiskey. This beautiful malt is made in Japan, double matured in aged bourbon barrels, and finished for 6 months on a rocking ship in Mizunara oak. The ship's motion extracts every bit of extra flavor from the extremely expensive Ariake Mizunara oak barrels. Made on a Coffey still, this malt drinks somewhere between Suntory's Toki and Nikka's Coffey Malt with the added complexity, fruitiness, and herbal notes of Mizunara oak.
                        |The item you have chosen is in stock, and has inventory in at least one of our retail stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1508830,"1994 Bruichladdich ""Black Art - Edition 8.1"" 26 Year Old Islay Single Malt Scotch Whisky (750ml)","|The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1485016,"1994 Braeval 22 Year Old ""Munros"" K&L Exclusive Cask Strength Unchillfiltered Speyside Single Malt Scotch Whisky (750ml)","The lovely small batch bottlings in the ""Munros"" line up are selected by the small Glasgow Whisky Company and represent some of the best values in single malt scotch today. This small outfit has become an increasingly important player in the sale and bottling of small scale lots of high quality Scotch. The Munros line is a reference to Scotland's 282 mountains over 3000 feet. Explorers across the UK had long considered climbing each peak a rite of passage and likewise the great malts represent the heights of achievement in the eyes of whisky lovers across the world. The Braeval Distillery (formerly Braes of Glenlivet) was built in the early 1970s to help sustain the growth of the popular Chivas Brand. It has yet to be sold by the owners regularly as a single malt, but we've had success with a few from various independent bottlers over the years. Here the malty fruity character of the spirit is heightened perfectly after over two decades in fresh American Bourbon barrels. Like all the Munros this is a small batch of sequential casks and bottled without chill filtration or reduction of any kind. Expect a very easy drinking speysider focused on fruity malt, vanillas and subtle spices. A gorgeous example of this unsung little distillery. 
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","Another young, but relatively well liked distillery, this one is distinct across the Munros line in that it was aged in exclusively ex-bourbon barrels. The already clean and fruity style of the Braeval (previously called Braes of Glenlivet) works perfectly with the round subtle American oak and sweet flavors imparted by these great bourbon barrels. The color is pale gold. The nose has the perfect blend of yellow and orange fruits, hints of fresh apricots and mirabelle. Touches of roasted almond and toasted vanilla bean heighten the clean fruitiness perfectly. On the palate lemon candies, white pepper, cherry pits, ground clove and tiniest hints of  fresh bread yeasty quality. Certainly not a whisky that's going to scare anyone away, as it's round and approachable, but by no means one note or boring. This is as quintessentially Speyside as any malt in our selection right now and offers and incredible value for a relatively rare distillery."
1451371,2010 Bruichladdich Bere Barley Single Malt Whisky (750ml),"Distilling with heirloom grains has become commonplace in the U.S., but much less so in Scotland. With this utterly unique single malt made from the historic Bere barley variety, Bruichladdich reexamines whisky flavors starting with the raw material. Herbal pine bough, salted almond, and tropical fruit appear on the nose, followed by a creamy mouthfeel with intense chocolate, pepper, citrus oil, pine sap, and perfumy chamomile flavors. The full, round finish has rose petal, white pepper, and vanilla overlaying a delicate but pronounced structure. - SSB
        
(12/2019)    |
                            We've always loved the Bere expression from Bruichladdich, but now it's finally getting recongnized for the exquisite quality and unique character that we've always known it to prosess. #15 on the Whisky Advocate Top Whiskies of 2019 List
                        |The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
1497855,"2006 Behind The Highlander (Craigellachie) 14 Year Old ""Hepburn's Choice"" K&L Exclusive Single Refill Sherry Butt Cask Strength Blended Malt Scotch Whisky (750ml) (Pre-Arrival)","If you've ever been to the Highlander Inn you'll know all to well that's it's dangerously close to two of Scotland's best distilleries. One has become so ubiquitous that it's name does not even connote Scotch any longer, but simply luxury. The other is the rugged and rustic dark horse (formerly owned by White Horse!) Craigellachie. They're putting out some of the very best malt anywhere in Scotland to little fanfare. The still house has been reconstructed in the modern era and looks similar to Glendronach's, a stone and glass box, which isn't so pretty from the outside, but gives the distiller plenty of air and space to work. It wasn't until recently that the owners, Bacardi, began marketing this excellent malt on its own although the vast majority of this whisky still ends up in the Dewars blend. Built in 1891 on the cliffs across from Macallan, if you miss the turn off to Dufftown, you'll miss Craigellachie, but the next road takes you right to the Highlander Inn. There you should stop and taste the local dram of choice. Or save a trip and try this awesome little cask. Age for 14 years in a refill sherry butt, the malt has all the classic hallmarks of this awesome distillery. Dense and chewy, without being totally overtaken by the sherry, the malt offers plenty of deep herbal character, powerful savory spice and complex cacao flavors. This malt was teaspooned with a homeopathic quantities Dailuaine to declassify it, but the flavors and quality remains at the highest level.
                        |The item you have chosen can be pre-ordered. Below is the current quantity available for this pre-arrival/special order product within our database. It is never more than five minutes old. Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.|This product is expected to arrive for shipment or pickup by Monday, November 30, 2020.",
1499782,"2010 Islay Straight (Caol Ila) 10 Year Old ""Sovereign"" K&L Exclusive Single Sherry Butt Finish Cask Strength Blended Malt Scotch Whisky (750ml) (Pre-Arrival)","Anyone who has taken the fairy to the Isle of Islay from Kennacraig to Port Askaig has seen this special distillery from a unique vantage point. As you motor up the Islay Straight to the port the ferry begins a big sweeping turn into harbor and you get a spectacular view off the starboard side of Caol Ila’s warehouses and massive distillery. It’s a special introduction to the spectacular beauty of Islay. If you were to skip the port and carry on up the straight you find Bunnahabhain, and so it was a natural choice for the teaspoon of liquid gold we needed to add to the cask and bring the price of this 10 year down far below the $100 mark. Caol Ila’s natural fruity and smoky profile meshes wonderfully with a sherry butt finish that adds an impressive dark color and nutty flavor to a perennial favorite.
                        |The item you have chosen can be pre-ordered. Below is the current quantity available for this pre-arrival/special order product within our database. It is never more than five minutes old. Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.|This product is expected to arrive for shipment or pickup by Monday, November 30, 2020.",
1497549,"2006 Glen Scotia ""Malts Festival 2020 Limited Edition"" Tawny Port Finish Peated Campbeltown Single Malt Scotch Whisky (750ml)","Finally some good news! After the extraordinary quality and popularity of the 2019 release, we knew something good would be coming in 2020 from Glen Scotia. Well, it's reached California, and in very small amounts. We secured most of the state's inventory of this beauty, and when it's gone we expect we won't see a second shot this year. Distilled in 2006, the Glen Scotia ‘Tawny Port’ Festival Edition is a peated Campbeltown Malt that has been matured in a mix of refill American hogsheads, medium char American oak and first fill bourbon barrels before being finished in first fill Tawny Port hogsheads and then bottled at cask strength 52.8% ABV. The nose shows blackberry, floral notes of rose and ocean spray and a faint trace of smoke. The palate has a silky mouthfeel, crisp green apple, peach syrup and vanilla with a honey sweetness. The finish really shows the gentle peat smoke of Glen Scotia along with a wide array of sweet port fruits, black currant and raspberries mix with clove and cooking spice.
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","Ahhh one of my favorite producers, Glen Scotia has hit it out of the ballpark again with this tawny port cask aged malt that gives off hibiscus, light oak and toasted grains on the nose while providing a heavy viscous mouthfeel. On the palate I get notes of orange flower, spices and dark cherries with a dusting of peat characters. Exploding with fun flavors, you'll be nosing this malt all night long with your friends as you divulge into the nuanced flavors this Glen Scotia has to offer. A must buy!"
1502892,"1993 Springbank 25 Year Old ""The Perfect Fifth"" First Fill Sherry Butt No. 315 Cask Strength Single Malt Island Scotch Whisky (750ml)","An absolute gem in the Perfect Fifth line up. At 96 points it's close to the legendary Highland Park they've also bottled, but for half the price. Jim Murray says, ""Anyone who remembers the old Springbank 25-year-olds of the early 1990s will recognise this aroma as a direct descendent - indeed it is near enough identical in both weight and character. The huge, nuggety oak is faultless (this must have come from a cask which had been seasoned in the old - virtually lost - style). Salt dominates but there are dried apricots and spiced pear, too. Meanwhile the vaguest of peaty notes (and I mean the odd atom here and there!) teases away as a barely audible background noise, which automatically becomes louder the moment you spot it. Taste: A malt on the threshold of perhaps dallying too closely with the oak. But that coastal-style bite makes just the right contact with the salty tannins and cocoa laden phenol to make a course for more complex and satisfying port. Just enough oil makes the middle rich and promises a long finale. Finish: Drier, as is to be expected, as the tannins raise their game. Still salty, but a little barley sugar and lemon juice lightens the intensity, though - happily, by not too much; the residual oils ensure the finish is of extraordinary length. Balance: A real return to the past here with Springbank in its most full-bodied, uncompromising and complex style which those of us who discovered the distillery in the 1980s remember with great affection.""
                        |The item you have chosen is in stock, and there is inventory in our main warehouse. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.",
620175,Old Pulteney 12 Year Old Single Malt Whisky (750ml),"The only survivor from Old Pulteney’s core range shake-up of 2018, this has been matured in first and second-fill bourbon casks. The nose is delicate, with almonds, honey, and floral notes. Malt and toffee on the palate, with spicy oak and a hint of brine. The medium-length finish is nutty, with wood spices. (GS, Winter 2018)
        |
                            The Old Pulteney distillery is the most northerly distillery on the Scottish mainland, situated in the town of Wick. Your nose and palate discern complex combinations, robust yet delicate with a hint of sea air.
                        |The item you have chosen is in stock, and has inventory in our warehouse and one or more stores. Below is the current quantity on hand information for this product within our database.  It is never more than five minutes old.  Additionally, our shopping cart looks at real time inventory so when you add an item to you cart we will do an immediate check of available inventory and alert you if there are any issues.","From the furthest northeast distillery in the Highland region, Old Pulteney has garnered somewhat of a cult following, and for good reason. This Highland finished in ex-bourbon casks opens with a rather densely fruited nose. Notes of dried apricot lay alongside hints of saline and salt. Underscored by a delicate barbecue smoke, with fairly light heat on the finish, this is a lovely little whiskey to sip on as spring unfolds."
